,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIOD,PERIOD_IN_DAYS,AVG_KWH_PER_DAY,TOTAL_INVOICE
300,0004BB,01/10/2018,31/10/2018,14691.0,"1 395,65",30 days,30,489.7,36
301,0004BB,01/11/2018,30/11/2018,14728.0,"1 399,16",29 days,29,507.86206896551727,36
302,0004BB,01/12/2018,31/12/2018,15174.0,"1 441,53",30 days,30,505.8,36
303,0004BB,01/01/2019,31/01/2019,9410.0,"1 246,83",30 days,30,313.6666666666667,36
304,0004BB,01/01/2019,31/01/2019,15297.0,"2 026,85",30 days,30,509.9,36
305,0004BB,01/02/2019,28/02/2019,13756.0,"1 822,67",27 days,27,509.48148148148147,36
306,0004BB,01/03/2019,31/03/2019,15810.0,"2 094,83",30 days,30,527.0,36
307,0004BB,01/04/2019,30/04/2019,14090.0,"1 866,93",29 days,29,485.86206896551727,36
308,0004BB,01/05/2019,31/05/2019,14081.0,"1 865,73",30 days,30,469.3666666666667,36
309,0004BB,01/06/2019,30/06/2019,17034.0,"2 257,01",29 days,29,587.3793103448276,36
310,0004BB,01/07/2019,31/07/2019,14906.0,"1 975,05",30 days,30,496.8666666666667,36
311,0004BB,01/08/2019,31/08/2019,14638.0,"1 939,54",30 days,30,487.93333333333334,36
312,0004BB,01/09/2019,30/09/2019,11200.0,"1 484,00",29 days,29,386.2068965517241,36
313,0004BB,01/10/2019,31/10/2019,12068.0,"1 599,01",30 days,30,402.26666666666665,36
314,0004BB,01/11/2019,30/11/2019,11184.0,"1 481,88",29 days,29,385.6551724137931,36
315,0004BB,01/12/2019,31/12/2019,9904.0,"1 312,28",30 days,30,330.1333333333333,36
316,0004BB,01/01/2020,31/01/2020,9410.0,"1 246,83",30 days,30,313.6666666666667,36
317,0004BB,01/02/2020,29/02/2020,9465.0,"1 254,11",28 days,28,338.0357142857143,36
318,0004BB,01/03/2020,31/03/2020,8849.0,"1 172,49",30 days,30,294.96666666666664,36
319,0004BB,01/04/2020,30/04/2020,9214.0,"1 220,86",29 days,29,317.7241379310345,36
320,0004BB,01/05/2020,31/05/2020,9883.0,"1 309,50",30 days,30,329.43333333333334,36
321,0004BB,01/06/2020,30/06/2020,9050.0,"1 199,13",29 days,29,312.0689655172414,36
322,0004BB,01/07/2020,31/07/2020,9809.0,"1 299,69",30 days,30,326.96666666666664,36
323,0004BB,01/08/2020,31/08/2020,9962.0,"1 319,97",30 days,30,332.06666666666666,36
324,0004BB,01/09/2020,30/09/2020,9092.0,"1 204,69",29 days,29,313.51724137931035,36
325,0004BB,01/10/2020,31/10/2020,8640.0,"1 144,80",30 days,30,288.0,36
326,0004BB,01/11/2020,30/11/2020,8720.0,"1 155,40",29 days,29,300.6896551724138,36
327,0004BR,01/01/2018,31/01/2018,2276.0,"244,43",30 days,30,75.86666666666666,35
328,0004BR,01/02/2018,28/02/2018,2057.0,"221,74",27 days,27,76.18518518518519,35
329,0004BR,01/03/2018,31/03/2018,2284.0,"245,26",30 days,30,76.13333333333334,35
330,0004BR,01/04/2018,30/04/2018,2253.0,"242,04",29 days,29,77.6896551724138,35
331,0004BR,01/05/2018,31/05/2018,2345.0,"251,58",30 days,30,78.16666666666667,35
332,0004BR,01/06/2018,30/06/2018,2297.0,"252,33",29 days,29,79.20689655172414,35
333,0004BR,01/07/2018,31/07/2018,2389.0,"262,18",30 days,30,79.63333333333334,35
334,0004BR,01/08/2018,31/08/2018,2414.0,"264,73",30 days,30,80.46666666666667,35
335,0004BR,01/09/2018,30/09/2018,2292.0,"253,64",29 days,29,79.03448275862068,35
336,0004BR,01/10/2018,31/10/2018,2355.0,"260,41",30 days,30,78.5,35
337,0004BR,01/11/2018,30/11/2018,2256.0,"249,82",29 days,29,77.79310344827586,35
338,0004BR,01/12/2018,31/12/2018,2310.0,"255,61",30 days,30,77.0,35
339,0004BR,01/01/2019,31/01/2019,2313.0,"249,80",30 days,30,77.1,35
340,0004BR,01/02/2019,28/02/2019,2098.0,"227,38",27 days,27,77.70370370370371,35
341,0004BR,01/03/2019,31/03/2019,2326.0,"251,13",30 days,30,77.53333333333333,35
342,0004BR,01/04/2019,30/04/2019,2264.0,"244,61",29 days,29,78.06896551724138,35
343,0004BR,01/05/2019,31/05/2019,2353.0,"253,85",30 days,30,78.43333333333334,35
344,0004BR,01/06/2019,30/06/2019,2347.0,"253,04",29 days,29,80.93103448275862,35
345,0004BR,01/07/2019,31/07/2019,2402.0,"258,77",30 days,30,80.06666666666666,35
346,0004BR,01/08/2019,31/08/2019,2403.0,"258,84",30 days,30,80.1,35
347,0004BR,01/09/2019,30/09/2019,2280.0,"246,13",29 days,29,78.62068965517241,35
348,0004BR,01/10/2019,31/10/2019,2610.0,"279,47",30 days,30,87.0,35
349,0004BR,01/11/2019,30/11/2019,2522.0,"270,28",29 days,29,86.96551724137932,35
350,0004BR,01/12/2019,31/12/2019,2588.0,"277,13",30 days,30,86.26666666666667,35
351,0004BR,01/01/2020,31/01/2020,2599.0,"331,44",30 days,30,86.63333333333334,35
352,0004BR,01/02/2020,29/02/2020,2454.0,"313,42",28 days,28,87.64285714285714,35
353,0004BR,01/03/2020,31/03/2020,2603.0,"330,33",30 days,30,86.76666666666667,35
354,0004BR,01/04/2020,30/04/2020,2616.0,"331,85",29 days,29,90.20689655172414,35
355,0004BR,01/05/2020,31/05/2020,2693.0,"341,35",30 days,30,89.76666666666667,35
356,0004BR,01/06/2020,30/06/2020,2622.0,"332,51",29 days,29,90.41379310344827,35
357,0004BR,01/07/2020,31/07/2020,2764.0,"349,96",30 days,30,92.13333333333334,35
358,0004BR,01/08/2020,31/08/2020,2804.0,"354,84",30 days,30,93.46666666666667,35
359,0004BR,01/09/2020,30/09/2020,2700.0,"342,00",29 days,29,93.10344827586206,35
360,0004BR,01/10/2020,31/10/2020,2760.0,"349,45",30 days,30,92.0,35
361,0004BR,01/11/2020,30/11/2020,2647.0,"326,93",29 days,29,91.27586206896552,35
362,0004KO,01/01/2018,31/01/2018,2206.0,"275,39",30 days,30,73.53333333333333,35
363,0004KO,01/02/2018,28/02/2018,1996.0,"250,09",27 days,27,73.92592592592592,35
364,0004KO,01/03/2018,31/03/2018,2208.0,"275,63",30 days,30,73.6,35
365,0004KO,01/04/2018,30/04/2018,2146.0,"268,16",29 days,29,74.0,35
366,0004KO,01/05/2018,31/05/2018,2261.0,"282,01",30 days,30,75.36666666666666,35
367,0004KO,01/06/2018,30/06/2018,2194.0,"273,94",29 days,29,75.65517241379311,35
368,0004KO,01/07/2018,31/07/2018,2293.0,"286,03",30 days,30,76.43333333333334,35
369,0004KO,01/08/2018,31/08/2018,2325.0,"289,89",30 days,30,77.5,35
370,0004KO,01/09/2018,30/09/2018,2213.0,"278,13",29 days,29,76.3103448275862,35
371,0004KO,01/10/2018,31/10/2018,2693.0,"336,37",30 days,30,89.76666666666667,35
372,0004KO,01/11/2018,30/11/2018,2597.0,"324,72",29 days,29,89.55172413793103,35
373,0004KO,01/12/2018,31/12/2018,2679.0,"334,67",30 days,30,89.3,35
374,0004KO,01/01/2019,31/01/2019,2678.0,"367,54",30 days,30,89.26666666666667,35
375,0004KO,01/02/2019,28/02/2019,2416.0,"332,53",27 days,27,89.48148148148148,35
376,0004KO,01/03/2019,31/03/2019,2672.0,"366,74",30 days,30,89.06666666666666,35
377,0004KO,01/04/2019,30/04/2019,2386.0,"328,53",29 days,29,82.27586206896552,35
378,0004KO,01/05/2019,31/05/2019,2457.0,"338,01",30 days,30,81.9,35
379,0004KO,01/06/2019,30/06/2019,2463.0,"338,81",29 days,29,84.93103448275862,35
380,0004KO,01/07/2019,31/07/2019,2542.0,"349,37",30 days,30,84.73333333333333,35
381,0004KO,01/08/2019,31/08/2019,2528.0,"347,50",30 days,30,84.26666666666667,35
382,0004KO,01/09/2019,30/09/2019,2390.0,"329,06",29 days,29,82.41379310344827,35
383,0004KO,01/10/2019,31/10/2019,2461.0,"338,55",30 days,30,82.03333333333333,35
384,0004KO,01/11/2019,30/11/2019,2376.0,"327,19",29 days,29,81.93103448275862,35
385,0004KO,01/12/2019,31/12/2019,2435.0,"335,07",30 days,30,81.16666666666667,35
386,0004KO,01/01/2020,31/01/2020,2444.0,"334,66",30 days,30,81.46666666666667,35
387,0004KO,01/02/2020,29/02/2020,2354.0,"322,73",28 days,28,84.07142857142857,35
388,0004KO,01/03/2020,31/03/2020,2556.0,"349,49",30 days,30,85.2,35
389,0004KO,01/04/2020,30/04/2020,2569.0,"351,22",29 days,29,88.58620689655173,35
390,0004KO,01/05/2020,31/05/2020,2656.0,"362,74",30 days,30,88.53333333333333,35
391,0004KO,01/06/2020,30/06/2020,2615.0,"357,31",29 days,29,90.17241379310344,35
392,0004KO,01/07/2020,31/07/2020,2796.0,"381,29",30 days,30,93.2,35
393,0004KO,01/08/2020,31/08/2020,2878.0,"392,15",30 days,30,95.93333333333334,35
394,0004KO,01/09/2020,30/09/2020,2728.0,"372,28",29 days,29,94.06896551724138,35
395,0004KO,01/10/2020,31/10/2020,2785.0,"379,83",30 days,30,92.83333333333333,35
396,0004KO,01/11/2020,30/11/2020,2668.0,"353,44",29 days,29,92.0,35
397,0005KO,01/01/2018,30/06/2018,14134.0,"1 921,96",180 days,180,78.52222222222223,20
398,0005KO,01/07/2018,31/12/2018,16400.0,"2 239,81",183 days,183,89.61748633879782,20
399,0005KO,01/01/2019,30/06/2019,18832.0,"2 470,29",180 days,180,104.62222222222222,20
400,0005KO,01/07/2019,31/07/2019,3412.0,"442,33",30 days,30,113.73333333333333,20
401,0005KO,01/08/2019,31/08/2019,2804.0,"368,51",30 days,30,93.46666666666667,20
402,0005KO,01/09/2019,30/09/2019,2683.0,"353,82",29 days,29,92.51724137931035,20
403,0005KO,01/10/2019,31/10/2019,2758.0,"362,93",30 days,30,91.93333333333334,20
404,0005KO,01/11/2019,30/11/2019,2654.0,"350,26",29 days,29,91.51724137931035,20
405,0005KO,01/12/2019,31/12/2019,2719.0,"358,19",30 days,30,90.63333333333334,20
406,0005KO,01/01/2020,31/01/2020,2732.0,"354,04",30 days,30,91.06666666666666,20
407,0005KO,01/02/2020,29/02/2020,2623.0,"341,03",28 days,28,93.67857142857143,20
408,0005KO,01/03/2020,31/03/2020,2776.0,"362,25",30 days,30,92.53333333333333,20
409,0005KO,01/04/2020,30/04/2020,2811.0,"366,46",29 days,29,96.93103448275862,20
410,0005KO,01/05/2020,31/05/2020,2936.0,"381,51",30 days,30,97.86666666666666,20
411,0005KO,01/06/2020,30/06/2020,2906.0,"377,89",29 days,29,100.20689655172414,20
412,0005KO,01/07/2020,31/07/2020,3058.0,"396,19",30 days,30,101.93333333333334,20
413,0005KO,01/08/2020,31/08/2020,3120.0,"403,65",30 days,30,104.0,20
414,0005KO,01/09/2020,30/09/2020,3017.0,"391,26",29 days,29,104.03448275862068,20
415,0005KO,01/10/2020,31/10/2020,3058.0,"396,19",30 days,30,101.93333333333334,20
416,0005KO,01/11/2020,30/11/2020,2913.0,"378,74",29 days,29,100.44827586206897,20
417,0006BB,01/01/2018,31/01/2018,2195.0,"286,32",30 days,30,73.16666666666667,35
418,0006BB,01/02/2018,28/02/2018,1999.0,"261,49",27 days,27,74.03703703703704,35
419,0006BB,01/03/2018,31/03/2018,2203.0,"288,05",30 days,30,73.43333333333334,35
420,0006BB,01/04/2018,30/04/2018,2174.0,"284,89",29 days,29,74.96551724137932,35
421,0006BB,01/05/2018,31/05/2018,2306.0,"301,54",30 days,30,76.86666666666666,35
422,0006BB,01/06/2018,30/06/2018,2306.0,"301,40",29 days,29,79.51724137931035,35
423,0006BB,01/07/2018,31/07/2018,2759.0,"358,62",30 days,30,91.96666666666667,35
424,0006BB,01/08/2018,31/08/2018,2781.0,"361,69",30 days,30,92.7,35
425,0006BB,01/09/2018,30/09/2018,2647.0,"346,44",29 days,29,91.27586206896552,35
426,0006BB,01/10/2018,31/10/2018,2708.0,"353,93",30 days,30,90.26666666666667,35
427,0006BB,01/11/2018,30/11/2018,2609.0,"341,31",29 days,29,89.96551724137932,35
428,0006BB,01/12/2018,31/12/2018,2827.0,"368,59",30 days,30,94.23333333333333,35
429,0006BB,01/01/2019,31/01/2019,2829.0,"352,08",30 days,30,94.3,35
430,0006BB,01/02/2019,28/02/2019,2475.0,"309,62",27 days,27,91.66666666666667,35
431,0006BB,01/03/2019,31/03/2019,2713.0,"338,57",30 days,30,90.43333333333334,35
432,0006BB,01/04/2019,30/04/2019,2505.0,"313,08",29 days,29,86.37931034482759,35
433,0006BB,01/05/2019,31/05/2019,2600.0,"323,20",30 days,30,86.66666666666667,35
434,0006BB,01/06/2019,30/06/2019,2770.0,"344,85",29 days,29,95.51724137931035,35
435,0006BB,01/07/2019,31/07/2019,2861.0,"355,89",30 days,30,95.36666666666666,35
436,0006BB,01/08/2019,31/08/2019,2826.0,"352,13",30 days,30,94.2,35
437,0006BB,01/09/2019,30/09/2019,2714.0,"338,31",29 days,29,93.58620689655173,35
438,0006BB,01/10/2019,31/10/2019,2805.0,"349,08",30 days,30,93.5,35
439,0006BB,01/11/2019,30/11/2019,2680.0,"334,16",29 days,29,92.41379310344827,35
440,0006BB,01/12/2019,31/12/2019,2735.0,"340,42",30 days,30,91.16666666666667,35
441,0006BB,01/01/2020,31/01/2020,2743.0,"392,84",30 days,30,91.43333333333334,35
442,0006BB,01/02/2020,29/02/2020,2535.0,"365,54",28 days,28,90.53571428571429,35
443,0006BB,01/03/2020,31/03/2020,2644.0,"383,08",30 days,30,88.13333333333334,35
444,0006BB,01/04/2020,30/04/2020,2569.0,"371,58",29 days,29,88.58620689655173,35
445,0006BB,01/05/2020,31/05/2020,2655.0,"383,26",30 days,30,88.5,35
446,0006BB,01/06/2020,30/06/2020,2623.0,"378,94",29 days,29,90.44827586206897,35
447,0006BB,01/07/2020,31/07/2020,2755.0,"396,43",30 days,30,91.83333333333333,35
448,0006BB,01/08/2020,31/08/2020,2797.0,"401,25",30 days,30,93.23333333333333,35
449,0006BB,01/09/2020,30/09/2020,3171.0,"452,79",29 days,29,109.34482758620689,35
450,0006BB,01/10/2020,31/10/2020,3464.0,"492,83",30 days,30,115.46666666666667,35
451,0006BB,01/11/2020,30/11/2020,3315.0,"459,69",29 days,29,114.3103448275862,35
452,0006BR,01/01/2018,30/06/2018,13640.0,"1 854,79",180 days,180,75.77777777777777,20
453,0006BR,01/07/2018,31/12/2018,14222.0,"1 956,44",183 days,183,77.71584699453553,20
454,0006BR,01/01/2019,30/06/2019,13696.0,"1 800,14",180 days,180,76.08888888888889,20
455,0006BR,01/07/2019,31/07/2019,2493.0,"323,81",30 days,30,83.1,20
456,0006BR,01/08/2019,31/08/2019,2656.0,"343,60",30 days,30,88.53333333333333,20
457,0006BR,01/09/2019,30/09/2019,2598.0,"336,56",29 days,29,89.58620689655173,20
458,0006BR,01/10/2019,31/10/2019,2619.0,"339,11",30 days,30,87.3,20
459,0006BR,01/11/2019,30/11/2019,2502.0,"324,91",29 days,29,86.27586206896552,20
460,0006BR,01/12/2019,31/12/2019,2548.0,"330,49",30 days,30,84.93333333333334,20
461,0006BR,01/01/2020,31/01/2020,2544.0,"330,01",30 days,30,84.8,20
462,0006BR,01/02/2020,29/02/2020,2417.0,"309,51",28 days,28,86.32142857142857,20
463,0006BR,01/03/2020,31/03/2020,2601.0,"334,24",30 days,30,86.7,20
464,0006BR,01/04/2020,30/04/2020,2621.0,"336,65",29 days,29,90.37931034482759,20
465,0006BR,01/05/2020,31/05/2020,2705.0,"346,76",30 days,30,90.16666666666667,20
466,0006BR,01/06/2020,30/06/2020,2632.0,"337,97",29 days,29,90.75862068965517,20
467,0006BR,01/07/2020,31/07/2020,2779.0,"355,67",30 days,30,92.63333333333334,20
468,0006BR,01/08/2020,31/08/2020,2816.0,"360,12",30 days,30,93.86666666666666,20
469,0006BR,01/09/2020,30/09/2020,2703.0,"346,52",29 days,29,93.20689655172414,20
470,0006BR,01/10/2020,31/10/2020,2759.0,"353,26",30 days,30,91.96666666666667,20
471,0006BR,01/11/2020,30/11/2020,2638.0,"338,69",29 days,29,90.96551724137932,20
472,0007BB,01/01/2018,31/01/2018,1555.0,"219,45",30 days,30,51.833333333333336,35
473,0007BB,01/02/2018,28/02/2018,1436.0,"202,83",27 days,27,53.18518518518518,35
474,0007BB,01/03/2018,31/03/2018,1706.0,"225,19",30 days,30,56.86666666666667,35
475,0007BB,01/04/2018,30/04/2018,1523.0,"249,77",29 days,29,52.51724137931034,35
476,0007BB,01/05/2018,31/05/2018,1582.0,"272,10",30 days,30,52.733333333333334,35
477,0007BB,01/06/2018,30/06/2018,1714.0,"313,66",29 days,29,59.10344827586207,35
478,0007BB,01/07/2018,31/07/2018,1923.0,"355,76",30 days,30,64.1,35
479,0007BB,01/08/2018,31/08/2018,2119.0,"372,94",30 days,30,70.63333333333334,35
480,0007BB,01/09/2018,30/09/2018,1833.0,"318,94",29 days,29,63.206896551724135,35
481,0007BB,01/10/2018,31/10/2018,1939.0,"285,03",30 days,30,64.63333333333334,35
482,0007BB,01/11/2018,30/11/2018,1931.0,"262,62",29 days,29,66.58620689655173,35
483,0007BB,01/12/2018,31/12/2018,1956.0,"248,41",30 days,30,65.2,35
484,0007BB,01/01/2019,31/01/2019,1946.0,"280,22",30 days,30,64.86666666666666,35
485,0007BB,01/02/2019,28/02/2019,1939.0,"294,73",27 days,27,71.81481481481481,35
486,0007BB,01/03/2019,31/03/2019,1739.0,"276,50",30 days,30,57.96666666666667,35
487,0007BB,01/04/2019,30/04/2019,1885.0,"333,65",29 days,29,65.0,35
488,0007BB,01/05/2019,31/05/2019,1946.0,"340,55",30 days,30,64.86666666666666,35
489,0007BB,01/06/2019,30/06/2019,1805.0,"364,61",29 days,29,62.241379310344826,35
490,0007BB,01/07/2019,31/07/2019,2124.0,"426,92",30 days,30,70.8,35
491,0007BB,01/08/2019,31/08/2019,2075.0,"412,93",30 days,30,69.16666666666667,35
492,0007BB,01/09/2019,30/09/2019,1916.0,"367,87",29 days,29,66.06896551724138,35
493,0007BB,01/10/2019,31/10/2019,2246.0,"375,08",30 days,30,74.86666666666666,35
494,0007BB,01/11/2019,30/11/2019,1829.0,"287,15",29 days,29,63.06896551724138,35
495,0007BB,01/12/2019,31/12/2019,2004.0,"306,61",30 days,30,66.8,35
496,0007BB,01/01/2020,31/01/2020,2143.0,"317,16",30 days,30,71.43333333333334,35
497,0007BB,01/02/2020,29/02/2020,1440.0,"223,20",28 days,28,51.42857142857143,35
498,0007BB,01/03/2020,31/03/2020,757.0,"120,36",30 days,30,25.233333333333334,35
499,0007BB,01/04/2020,30/04/2020,3133.0,"582,74",29 days,29,108.03448275862068,35
500,0007BB,01/05/2020,31/05/2020,2338.0,"425,52",30 days,30,77.93333333333334,35
501,0007BB,01/06/2020,30/06/2020,1725.0,"343,28",29 days,29,59.48275862068966,35
502,0007BB,01/07/2020,31/07/2020,2104.0,"414,49",30 days,30,70.13333333333334,35
503,0007BB,01/08/2020,31/08/2020,1915.0,"371,51",30 days,30,63.833333333333336,35
504,0007BB,01/09/2020,30/09/2020,2267.0,"428,46",29 days,29,78.17241379310344,35
505,0007BB,01/10/2020,31/10/2020,1857.0,"300,83",30 days,30,61.9,35
506,0007BB,01/11/2020,30/11/2020,1987.0,"309,97",29 days,29,68.51724137931035,35
507,0007BR,01/01/2018,31/01/2018,2620.0,"281,73",30 days,30,87.33333333333333,35
508,0007BR,01/02/2018,28/02/2018,2355.0,"254,07",27 days,27,87.22222222222223,35
509,0007BR,01/03/2018,31/03/2018,2755.0,"294,96",30 days,30,91.83333333333333,35
510,0007BR,01/04/2018,30/04/2018,3149.0,"334,89",29 days,29,108.58620689655173,35
511,0007BR,01/05/2018,31/05/2018,3848.0,"407,32",30 days,30,128.26666666666668,35
512,0007BR,01/06/2018,30/06/2018,3718.0,"393,85",29 days,29,128.20689655172413,35
513,0007BR,01/07/2018,31/07/2018,4107.0,"434,44",30 days,30,136.9,35
514,0007BR,01/08/2018,31/08/2018,4237.0,"447,92",30 days,30,141.23333333333332,35
515,0007BR,01/09/2018,30/09/2018,3326.0,"356,08",29 days,29,114.6896551724138,35
516,0007BR,01/10/2018,31/10/2018,2613.0,"281,79",30 days,30,87.1,35
517,0007BR,01/11/2018,30/11/2018,2396.0,"259,19",29 days,29,82.62068965517241,35
518,0007BR,01/12/2018,31/12/2018,2511.0,"271,31",30 days,30,83.7,35
519,0007BR,01/01/2019,31/01/2019,2500.0,"263,64",30 days,30,83.33333333333333,35
520,0007BR,01/02/2019,28/02/2019,2227.0,"235,58",27 days,27,82.48148148148148,35
521,0007BR,01/03/2019,31/03/2019,2538.0,"267,20",30 days,30,84.6,35
522,0007BR,01/04/2019,30/04/2019,2520.0,"265,35",29 days,29,86.89655172413794,35
523,0007BR,01/05/2019,31/05/2019,2581.0,"271,61",30 days,30,86.03333333333333,35
524,0007BR,01/06/2019,30/06/2019,2816.0,"296,42",29 days,29,97.10344827586206,35
525,0007BR,01/07/2019,31/07/2019,2731.0,"287,14",30 days,30,91.03333333333333,35
526,0007BR,01/08/2019,31/08/2019,2775.0,"291,72",30 days,30,92.5,35
527,0007BR,01/09/2019,30/09/2019,2636.0,"277,46",29 days,29,90.89655172413794,35
528,0007BR,01/10/2019,31/10/2019,2721.0,"286,23",30 days,30,90.7,35
529,0007BR,01/11/2019,30/11/2019,2584.0,"272,27",29 days,29,89.10344827586206,35
530,0007BR,01/12/2019,31/12/2019,2772.0,"291,44",30 days,30,92.4,35
531,0007BR,01/01/2020,31/01/2020,2834.0,"355,75",30 days,30,94.46666666666667,35
532,0007BR,01/02/2020,29/02/2020,2688.0,"337,88",28 days,28,96.0,35
533,0007BR,01/03/2020,31/03/2020,2820.0,"352,29",30 days,30,94.0,35
534,0007BR,01/04/2020,30/04/2020,2812.0,"351,17",29 days,29,96.96551724137932,35
535,0007BR,01/05/2020,31/05/2020,2811.0,"352,71",30 days,30,93.7,35
536,0007BR,01/06/2020,30/06/2020,2747.0,"344,48",29 days,29,94.72413793103448,35
537,0007BR,01/07/2020,31/07/2020,2887.0,"359,93",30 days,30,96.23333333333333,35
538,0007BR,01/08/2020,31/08/2020,2914.0,"363,22",30 days,30,97.13333333333334,35
539,0007BR,01/09/2020,30/09/2020,2802.0,"349,58",29 days,29,96.62068965517241,35
540,0007BR,01/10/2020,31/10/2020,2836.0,"353,72",30 days,30,94.53333333333333,35
541,0007BR,01/11/2020,30/11/2020,2690.0,"335,95",29 days,29,92.75862068965517,35
542,0008BB,01/01/2018,31/12/2018,38519.0,"5 096,07",364 days,364,105.82142857142857,24
543,0008BB,01/01/2019,31/01/2019,3559.0,"448,59",30 days,30,118.63333333333334,24
544,0008BB,01/02/2019,28/02/2019,3123.0,"385,65",27 days,27,115.66666666666667,24
545,0008BB,01/03/2019,31/03/2019,3450.0,"424,95",30 days,30,115.0,24
546,0008BB,01/04/2019,30/04/2019,3130.0,"385,91",29 days,29,107.93103448275862,24
547,0008BB,01/05/2019,31/05/2019,3174.0,"390,34",30 days,30,105.8,24
548,0008BB,01/06/2019,30/06/2019,3376.0,"415,66",29 days,29,116.41379310344827,24
549,0008BB,01/07/2019,31/07/2019,3527.0,"434,07",30 days,30,117.56666666666666,24
550,0008BB,01/08/2019,31/08/2019,3545.0,"435,75",30 days,30,118.16666666666667,24
551,0008BB,01/09/2019,30/09/2019,3371.0,"414,48",29 days,29,116.24137931034483,24
552,0008BB,01/10/2019,31/10/2019,3434.0,"421,74",30 days,30,114.46666666666667,24
553,0008BB,01/11/2019,30/11/2019,3284.0,"403,80",29 days,29,113.24137931034483,24
554,0008BB,01/12/2019,31/12/2019,3269.0,"401,94",30 days,30,108.96666666666667,24
555,0008BB,01/01/2020,31/01/2020,3277.0,"463,95",30 days,30,109.23333333333333,24
556,0008BB,01/02/2020,29/02/2020,3062.0,"435,72",28 days,28,109.35714285714286,24
557,0008BB,01/03/2020,31/03/2020,3247.0,"464,40",30 days,30,108.23333333333333,24
558,0008BB,01/04/2020,30/04/2020,3131.0,"446,82",29 days,29,107.96551724137932,24
559,0008BB,01/05/2020,31/05/2020,3235.0,"460,84",30 days,30,107.83333333333333,24
560,0008BB,01/06/2020,30/06/2020,3267.0,"465,56",29 days,29,112.65517241379311,24
561,0008BB,01/07/2020,31/07/2020,3524.0,"500,24",30 days,30,117.46666666666667,24
562,0008BB,01/08/2020,31/08/2020,3516.0,"497,99",30 days,30,117.2,24
563,0008BB,01/09/2020,30/09/2020,3294.0,"467,29",29 days,29,113.58620689655173,24
564,0008BB,01/10/2020,31/10/2020,3378.0,"478,44",30 days,30,112.6,24
565,0008BB,01/11/2020,30/11/2020,3186.0,"442,00",29 days,29,109.86206896551724,24
566,0008BR,01/01/2018,31/12/2018,28936.0,"3 342,01",364 days,364,79.49450549450549,3
567,0008BR,01/01/2019,11/09/2019,20339.0,"2 305,16",253 days,253,80.3913043478261,3
568,0008BR,12/09/2019,31/12/2019,9483.0,"1 067,71",110 days,110,86.2090909090909,3
569,0008KO,01/01/2018,31/01/2018,2484.0,"307,08",30 days,30,82.8,35
570,0008KO,01/02/2018,28/02/2018,2298.0,"284,67",27 days,27,85.11111111111111,35
